turn_id,program,speaker,is_moderator,timestamp,timestamp_seconds,text,text_clean,word_count
367,MPAID,Moderator,True,34:25:00,123900,That's really enlightening. Thank you.,That's really enlightening. Thank you.,5
368,MPAID,Speaker 5,False,34:29:00,124140,"So contrary to what [NAME] had said, I did my undergrad in Indonesia, and the class size was 30 to 40 people per class. But the professor's engagement to the students were very low compared to here. So the class was just one-way teaching. So we don't really do discussion in class.","So contrary to what had said, I did my undergrad in Indonesia, and the class size was 30 to 40 people per class. But the professor's engagement to the students were very low compared to here. So the class was just one-way teaching. So we don't really do discussion in class.",51
369,MPAID,Moderator,True,34:47:00,125220,Like lecture.,Like lecture.,2
370,MPAID,Speaker 5,False,34:48:00,125280,"Yeah, so it kind of takes me some time to adjust to it. So the HKS way of teaching, a lot of discussion, a lot of participation. And then the office hour system, we don't have that. We didn't have that back then. So it's a new thing for me, and I find it very helpful as well. Because like, yeah, I do a lot of it. And then like, I also like.","Yeah, so it kind of takes me some time to adjust to it. So the HKS way of teaching, a lot of discussion, a lot of participation. And then the office hour system, we don't have that. We didn't have that back then. So it's a new thing for me, and I find it very helpful as well. Because like, yeah, I do a lot of it. And then like, I also like.",73
371,MPAID,Moderator,True,35:10:00,126600,"So it might be scarce, but it was not present. Yeah. Yes. It might be scarce here. Okay. Sure. Yes. One more and then we're going to move to the next activity.","So it might be scarce, but it was not present. Yeah. Yes. It might be scarce here. Okay. Sure. Yes. One more and then we're going to move to the next activity.",32
372,MPAID,Speaker 4,False,35:20:00,127200,"Okay. So for me, the biggest difference between the previous education and here was the role of the program office. So Carol and Sarah, they manage the workload calendar. And I mean, it's, yeah, I think maybe they don't get enough credit, but they really put a lot of thought into it and make sure that we don't have too many assignments due in one week. And that really helps a lot in the learning culture overall and in what we get out of the programs. It would be impossible, I think, if they weren't doing that planning and balancing of the load across the weeks and just having those activities and events to get us together and make sure all of us are on track, not only stepping in on something that's gone wrong, but sort of proactively managing our schedules.","Okay. So for me, the biggest difference between the previous education and here was the role of the program office. So Carol and Sarah, they manage the workload calendar. And I mean, it's, yeah, I think maybe they don't get enough credit, but they really put a lot of thought into it and make sure that we don't have too many assignments due in one week. And that really helps a lot in the learning culture overall and in what we get out of the programs. It would be impossible, I think, if they weren't doing that planning and balancing of the load across the weeks and just having those activities and events to get us together and make sure all of us are on track, not only stepping in on something that's gone wrong, but sort of proactively managing our schedules.",142
373,MPAID,Moderator,True,36:07:00,130020,"That's really, really an important point. Thank you for bringing that up. That's sometimes some hidden work, you know. Okay, so now we're going to change to do something a little bit different now, and we're going to sort of have some reaction to two scenarios. So we'll move quickly through this, and the scenarios are fictional, but based on possibly realistic situations. I know you're coming from the MPAID program, so as you mentioned, great coordination and some really strong interconnectedness already starts with it. So these are scenarios just to provoke our discussion. The first one I'm gonna hand out is this one on the orange sheet, the orange scenario. And you can take one and pass it down. So take a minute, please, to silently read it. There's some pens on the table, and if you didn't bring one of your own, we'd like you to just jot some notes. We're going to use them. We're going to actually take back the scenarios with your notes, because they will also become part of our sort of how students are thinking about different things, set of data. And then we're going to have a table discussion about the scenario, and then we'll move to the second scenario. So take a moment to silently read it. Jot a few notes that come to mind. and then we'll discuss.","That's really, really an important point. Thank you for bringing that up. That's sometimes some hidden work, you know. Okay, so now we're going to change to do something a little bit different now, and we're going to sort of have some reaction to two scenarios. So we'll move quickly through this, and the scenarios are fictional, but based on possibly realistic situations. I know you're coming from the MPAID program, so as you mentioned, great coordination and some really strong interconnectedness already starts with it. So these are scenarios just to provoke our discussion. The first one I'm gonna hand out is this one on the orange sheet, the orange scenario. And you can take one and pass it down. So take a minute, please, to silently read it. There's some pens on the table, and if you didn't bring one of your own, we'd like you to just jot some notes. We're going to use them. We're going to actually take back the scenarios with your notes, because they will also become part of our sort of how students are thinking about different things, set of data. And then we're going to have a table discussion about the scenario, and then we'll move to the second scenario. So take a moment to silently read it. Jot a few notes that come to mind. and then we'll discuss.",229
374,MPAID,Speaker 6,False,38:05:00,137100,Can I ask a question?,Can I ask a question?,5
375,MPAID,Moderator,True,38:06:00,137160,Yes.,Yes.,1
376,MPAID,Speaker 6,False,38:07:00,137220,"When you said what would affect your own learning, what do you mean, what's what?","When you said what would affect your own learning, what do you mean, what's what?",15
377,MPAID,Moderator,True,38:11:00,137460,That is a rather vague question. Yeah.,That is a rather vague question. Yeah.,7
378,MPAID,Speaker 6,False,38:13:00,137580,"So, like, amongst these?","So, like, amongst these?",4
379,MPAID,Moderator,True,38:17:00,137820,"I think if you said, if this happened to me, or this has happened to me, it would have an effect.","I think if you said, if this happened to me, or this has happened to me, it would have an effect.",21
380,MPAID,Speaker 6,False,38:23:00,138180,How would it affect? Okay. Okay. Thank you.,How would it affect? Okay. Okay. Thank you.,8
381,MPAID,Moderator,True,38:27:00,138420,"Yeah, no, I, that could use a little bit of the answer. Thank you. I'm throwing away the cheap ads after it's not working. Who needs one? Yes.","Yeah, no, I, that could use a little bit of the answer. Thank you. I'm throwing away the cheap ads after it's not working. Who needs one? Yes.",28
382,MPAID,Speaker 1,False,39:10:00,141000,"Thank you. Yes. Oh, gosh. Thank you.","Thank you. Yes. Oh, gosh. Thank you.",7
383,MPAID,Speaker 10,False,39:17:00,141420,You need some more?,You need some more?,4
384,MPAID,Speaker 1,False,39:18:00,141480,Yes. Thank you. Thank you.,Yes. Thank you. Thank you.,5
385,MPAID,Moderator,True,39:23:00,141780,"Okay. Let's jump to discussion now on this. This is sort of a scenario that I want to provoke you with a couple of questions on this. Who's responsible here? What are the students' constraints? What should the professor do? Yes, Yusef.","Okay. Let's jump to discussion now on this. This is sort of a scenario that I want to provoke you with a couple of questions on this. Who's responsible here? What are the students' constraints? What should the professor do? Yes, Yusef.",42
386,MPAID,Speaker 9,False,39:51:00,143460,"So when I read this, I think I can empathize with the professor to feel like it is virtually impossible to give detailed feedback to 68 students in such a short period of time. So I do give the professor some grace. But I do think that if the student is really committed to understanding what they did wrong, or like is really motivated and really wants to have, to just understand the areas that they could improve, the professor should really welcome that with reciprocity and take the time to just sit down and maybe write a long email, just detailing, or like provide detailed feedback on that paper. Because not every student is going to reach out and ask for proper feedback. so that it could be a one-on-one discussion. But I don't agree with how this ended, which is that the students could just not go to office hours. I think the professor could have just been understanding and provided detailed feedback. But I don't expect the professor to give detailed feedback to everybody first.","So when I read this, I think I can empathize with the professor to feel like it is virtually impossible to give detailed feedback to 68 students in such a short period of time. So I do give the professor some grace. But I do think that if the student is really committed to understanding what they did wrong, or like is really motivated and really wants to have, to just understand the areas that they could improve, the professor should really welcome that with reciprocity and take the time to just sit down and maybe write a long email, just detailing, or like provide detailed feedback on that paper. Because not every student is going to reach out and ask for proper feedback. so that it could be a one-on-one discussion. But I don't agree with how this ended, which is that the students could just not go to office hours. I think the professor could have just been understanding and provided detailed feedback. But I don't expect the professor to give detailed feedback to everybody first.",178
387,MPAID,Moderator,True,40:57:00,147420,"So it's sort of in response to this, seeing more effort from the professor might be sort of something that you would like to see what ought to happen.","So it's sort of in response to this, seeing more effort from the professor might be sort of something that you would like to see what ought to happen.",29
388,MPAID,Speaker 9,False,41:06:00,147960,Yes.,Yes.,1
389,MPAID,Speaker 7,False,41:07:00,148020,"Okay, yeah, exactly.","Okay, yeah, exactly.",3
390,MPAID,Moderator,True,41:08:00,148080,"Okay, yes.","Okay, yes.",2
391,MPAID,Speaker 7,False,41:09:00,148140,"Yeah, something similar happened to me, but I think what helped in that moment, and I think would be great in this, is teachers who struggle with this should encourage their teaching team more, like rely a little bit more on their expertise and like at the moment of choosing who's going to be in their teaching team, like acknowledging that this is going to be a possible situation for them to handle, and like choose people with the skills to like, like have criteria that it's good enough that a CA can understand and like pass it to the other student because it's physically impossible, as you said, for a teacher to be in each of their students' process. So you have three CAs, one TF in almost every class. So rely on them and like let them build confidence with the students so they can like go to them if you don't have the time to develop.","Yeah, something similar happened to me, but I think what helped in that moment, and I think would be great in this, is teachers who struggle with this should encourage their teaching team more, like rely a little bit more on their expertise and like at the moment of choosing who's going to be in their teaching team, like acknowledging that this is going to be a possible situation for them to handle, and like choose people with the skills to like, like have criteria that it's good enough that a CA can understand and like pass it to the other student because it's physically impossible, as you said, for a teacher to be in each of their students' process. So you have three CAs, one TF in almost every class. So rely on them and like let them build confidence with the students so they can like go to them if you don't have the time to develop.",159
392,MPAID,Moderator,True,42:00:00,151200,"So in some ways, seeing this problem coming and building up the teaching team's capacity to help with that. Thank you. Who else would like to share this? Adia, let's go with you first.","So in some ways, seeing this problem coming and building up the teaching team's capacity to help with that. Thank you. Who else would like to share this? Adia, let's go with you first.",34
393,MPAID,Speaker 4,False,42:18:00,152280,"Okay. So one suggestion for the professor would be to just share a detailed rubric and a model answer. I think that's worked well in the courses that we've had them. And the other thing, I think most of the grading is done by teaching fellows in TAs anyway, at least in the MPAID. I don't think professors are individually grading assignments, so this would be, but as long as they've designed the rubric and as long as they've chosen the teaching team well, then that works. The TAs are usually more flexible with office hours as well and can work with the student to find a way.","Okay. So one suggestion for the professor would be to just share a detailed rubric and a model answer. I think that's worked well in the courses that we've had them. And the other thing, I think most of the grading is done by teaching fellows in TAs anyway, at least in the MPAID. I don't think professors are individually grading assignments, so this would be, but as long as they've designed the rubric and as long as they've chosen the teaching team well, then that works. The TAs are usually more flexible with office hours as well and can work with the student to find a way.",108
394,MPAID,Moderator,True,42:51:00,154260,"Thank you. So, I mean, what should happen here? What should happen here?","Thank you. So, I mean, what should happen here? What should happen here?",13
395,MPAID,Speaker 8,False,42:55:00,154500,"Yeah, so I had some similar things I was going to talk about in the rubric, because we have had both scenarios where, in one case, the professor personally gives a very detailed feedback, which I really admire, but the cost of it is time. Like, you don't get it soon enough. You get that as much time it would take him to create 70 papers, and the inverse of that is just no feedback, but the rubric is quite helpful. It's just underlining, okay, here you got, these are the 10 or 5 metrics, and you got this much for each of them. So that kind of helps.","Yeah, so I had some similar things I was going to talk about in the rubric, because we have had both scenarios where, in one case, the professor personally gives a very detailed feedback, which I really admire, but the cost of it is time. Like, you don't get it soon enough. You get that as much time it would take him to create 70 papers, and the inverse of that is just no feedback, but the rubric is quite helpful. It's just underlining, okay, here you got, these are the 10 or 5 metrics, and you got this much for each of them. So that kind of helps.",109
396,MPAID,Moderator,True,43:27:00,156420,"Having that, yeah.","Having that, yeah.",3
397,MPAID,Speaker 8,False,43:28:00,156480,"And I also think that the office hours were suggested in week 5 or 6. If there were still time until the final assignment, the student could have also tried to get another one in a non-busy week or email the professor with the constraints. I think most professors are very understanding and responsive in these scenarios.","And I also think that the office hours were suggested in week 5 or 6. If there were still time until the final assignment, the student could have also tried to get another one in a non-busy week or email the professor with the constraints. I think most professors are very understanding and responsive in these scenarios.",57
398,MPAID,Moderator,True,43:46:00,157560,That's sort of what you said that added about the effort. Make a little extra effort even if it was via email.,That's sort of what you said that added about the effort. Make a little extra effort even if it was via email.,22
399,MPAID,Speaker 8,False,43:51:00,157860,So I think it can be from both ways.,So I think it can be from both ways.,9
400,MPAID,Moderator,True,43:53:00,157980,From both sides.,From both sides.,3
401,MPAID,Speaker 8,False,43:54:00,158040,Things could have been.,Things could have been.,4
402,MPAID,Moderator,True,43:55:00,158100,Okay. Thank you. Anyone else want to comment on this scenario?,Okay. Thank you. Anyone else want to comment on this scenario?,11
403,MPAID,Speaker 6,False,44:00:00,158400,"Just very quickly, I know. I would be quite angry, actually, if I were getting this type of response. I'm not the type of person, obviously, I'm not the type of person who does this, who go back to the professor, like, I'm not that dedicated of a student, obviously. But if I were to be that motivated and getting this type of answer, I would be not happy. I would be very disappointed. Especially if I, especially going here, which is supposedly much better than my previous any academic training that I've had. I think another thing that is not acceptable is, I think it, sorry, what I said disappointing wasn't necessarily that the professor giving the extra detail over email. What would disappoint me is that it would take about three, four weeks for a student to get an office hour. I think it makes sense. A professor might not have enough time to do all this over email. But a student shouldn't wait three, four weeks for a time to 15 minutes with a professor.","Just very quickly, I know. I would be quite angry, actually, if I were getting this type of response. I'm not the type of person, obviously, I'm not the type of person who does this, who go back to the professor, like, I'm not that dedicated of a student, obviously. But if I were to be that motivated and getting this type of answer, I would be not happy. I would be very disappointed. Especially if I, especially going here, which is supposedly much better than my previous any academic training that I've had. I think another thing that is not acceptable is, I think it, sorry, what I said disappointing wasn't necessarily that the professor giving the extra detail over email. What would disappoint me is that it would take about three, four weeks for a student to get an office hour. I think it makes sense. A professor might not have enough time to do all this over email. But a student shouldn't wait three, four weeks for a time to 15 minutes with a professor.",178
404,MPAID,Moderator,True,45:07:00,162420,#NAME?,,0
405,MPAID,Speaker 6,False,45:08:00,162480,"- The delay was, I think it's unacceptable. I think I agree with a lot of what has been said that I think this could be done by empowering the TFs more and CAs more. And I think TF is right. I think for the most part I get a lot of feedback from the TFs and the CAs and that has been useful for me.","- The delay was, I think it's unacceptable. I think I agree with a lot of what has been said that I think this could be done by empowering the TFs more and CAs more. And I think TF is right. I think for the most part I get a lot of feedback from the TFs and the CAs and that has been useful for me.",66
406,MPAID,Moderator,True,45:27:00,163620,I just have one little comment on the office hour.,I just have one little comment on the office hour.,10
407,MPAID,Speaker 10,False,45:29:00,163740,"So I think the office hour for the professor in general, they are open for everyone. even the student who doesn't take the professor's class can still apply for office hour. So I think he can probably differentiate the office hour for those who attend his class and those who doesn't attend his class. Then the people who attend his class could meet him maybe sooner.","So I think the office hour for the professor in general, they are open for everyone. even the student who doesn't take the professor's class can still apply for office hour. So I think he can probably differentiate the office hour for those who attend his class and those who doesn't attend his class. Then the people who attend his class could meet him maybe sooner.",66
408,MPAID,Moderator,True,45:52:00,165120,"So it's going to contribute to the scarcity of it for the students in the class if it's an open sign up. Okay, great. That's okay. Did you want to share anything about this scenario?","So it's going to contribute to the scarcity of it for the students in the class if it's an open sign up. Okay, great. That's okay. Did you want to share anything about this scenario?",35
409,MPAID,Speaker 2,False,46:13:00,166380,"I mean I have examples here and there of feedback that has not been given timely. Even for our last final from one of our classes, I don't want to say which one. I think we were waiting for that even until like January 10 probably or something. Like we didn't know if we passed or failed the course. Yeah, yeah, yeah. That's hard. It was more--","I mean I have examples here and there of feedback that has not been given timely. Even for our last final from one of our classes, I don't want to say which one. I think we were waiting for that even until like January 10 probably or something. Like we didn't know if we passed or failed the course. Yeah, yeah, yeah. That's hard. It was more--",67
410,MPAID,Speaker 4,False,46:47:00,168420,"None of the components were created. So not just the final exam, but like throughout the semester.","None of the components were created. So not just the final exam, but like throughout the semester.",17
411,MPAID,Speaker 2,False,46:53:00,168780,"I mean, it's a course where like personal opinion also matters. so it's very difficult to guess how the professor is also grading and what's the program for that. But yeah, I have tons of examples. Yeah. I want to bore you with. Okay. Yeah. Alright. Did anyone have any comment on","I mean, it's a course where like personal opinion also matters. so it's very difficult to guess how the professor is also grading and what's the program for that. But yeah, I have tons of examples. Yeah. I want to bore you with. Okay. Yeah. Alright. Did anyone have any comment on",52
412,MPAID,Moderator,True,47:16:00,170160,"this last one? And we're going to move quickly to the next scenario on the pink sheet. Talk about that, but what we want to make sure we have time for is to really elicit the ideas for change that you have. So I should probably, like, let's have you read this scenario and then everyone be able to contribute. Thank you. Thank you. I'll stick around and take them and pass them around. Thanks. Thank you.","this last one? And we're going to move quickly to the next scenario on the pink sheet. Talk about that, but what we want to make sure we have time for is to really elicit the ideas for change that you have. So I should probably, like, let's have you read this scenario and then everyone be able to contribute. Thank you. Thank you. I'll stick around and take them and pass them around. Thanks. Thank you.",77
413,MPAID,Speaker 1,False,47:45:00,171900,So take a minute.,So take a minute.,4
414,MPAID,Moderator,True,47:53:00,172380,"And I think on this, we're going to skip the writing part of the exercise and go just to the table discussion of it. Huh. Okay, so I want to now just get a show of hands how much this does or doesn't resonate with this happening to you in a course that you've taken here at the [NAME]. So let's see a show of hands where this resonates because you've been in or near a situation like this in a team project. Who has? One, two, three, four, five, six, all the two? Okay, so now what I want to hear is sort of a, what should the professor do? And we'll get one sort of shot, each person say, I want the professor to do this. Your action for the professor could be an action they should have taken, or an action they take right now in response. So give a few seconds to think about that, and then we'll start right down the middle, We'll start with you when you're ready. So what should the professor do?","And I think on this, we're going to skip the writing part of the exercise and go just to the table discussion of it. Huh. Okay, so I want to now just get a show of hands how much this does or doesn't resonate with this happening to you in a course that you've taken here at the . So let's see a show of hands where this resonates because you've been in or near a situation like this in a team project. Who has? One, two, three, four, five, six, all the two? Okay, so now what I want to hear is sort of a, what should the professor do? And we'll get one sort of shot, each person say, I want the professor to do this. Your action for the professor could be an action they should have taken, or an action they take right now in response. So give a few seconds to think about that, and then we'll start right down the middle, We'll start with you when you're ready. So what should the professor do?",180
415,MPAID,Speaker 6,False,49:46:00,179160,"Sorry, just a clarifying question. What do you mean, like, what the professors do in terms of the grade or in terms of... Because I think the end action here is everyone giving peer evaluation score to everyone, right?","Sorry, just a clarifying question. What do you mean, like, what the professors do in terms of the grade or in terms of... Because I think the end action here is everyone giving peer evaluation score to everyone, right?",39
416,MPAID,Moderator,True,50:01:00,180060,So the peers will give a peer evaluation score. The professor will receive these. Okay. What should the professor do?,So the peers will give a peer evaluation score. The professor will receive these. Okay. What should the professor do?,20
417,MPAID,Speaker 10,False,50:10:00,180600,"Okay. So is that about how he would ask the student to write an evaluation, or is that mostly about how he would respond to the evaluation?","Okay. So is that about how he would ask the student to write an evaluation, or is that mostly about how he would respond to the evaluation?",27
418,MPAID,Moderator,True,50:23:00,181380,"Yes, if you could, like, wave a wand and say, I want the professor to take these actions. So think pretty broadly here.","Yes, if you could, like, wave a wand and say, I want the professor to take these actions. So think pretty broadly here.",23
419,MPAID,Speaker 10,False,50:33:00,181980,"The reason why I was asking was because I think in most of the group works, the professor never asked us to make any of these peer evaluations, So that's one question that I had. Oh, interesting.","The reason why I was asking was because I think in most of the group works, the professor never asked us to make any of these peer evaluations, So that's one question that I had. Oh, interesting.",37
420,MPAID,Moderator,True,50:44:00,182640,"Interesting. So you've been in group projects, but so who has had a component of peer evaluation in group projects? Not here, but I've had, but not here. No, but not here. So it's sort of in some ways, it's unfamiliar to you here. So it's sort of hard to reflect on that. Yeah. So let's remove the peer evaluation idea from the scenario and say a group has done a project. There's been this potentially uneven participation.","Interesting. So you've been in group projects, but so who has had a component of peer evaluation in group projects? Not here, but I've had, but not here. No, but not here. So it's sort of in some ways, it's unfamiliar to you here. So it's sort of hard to reflect on that. Yeah. So let's remove the peer evaluation idea from the scenario and say a group has done a project. There's been this potentially uneven participation.",78
421,MPAID,Speaker 10,False,51:20:00,184800,"So if I were the professor, I would probably ask the student to submit not just the final product, but also I'll ask every individuals in the same project to write the role taken by the member and how other members contributed to this project. Then the professor could make a comparison among these team members on how they actually did contribute to this project.","So if I were the professor, I would probably ask the student to submit not just the final product, but also I'll ask every individuals in the same project to write the role taken by the member and how other members contributed to this project. Then the professor could make a comparison among these team members on how they actually did contribute to this project.",65
422,MPAID,Moderator,True,51:47:00,186420,"Okay, so draw out from the students how the group contribution is going. Yes?","Okay, so draw out from the students how the group contribution is going. Yes?",14
423,MPAID,Speaker 9,False,51:54:00,186840,"I also feel like in [NAME] and here, we're treated as adults and we're given a lot of autonomy to decide for ourselves. And in most projects, I've never been imposed a group. We get to choose our groups. And essentially, it's like a bet you make on another person, so you have to either trust them or if things don't work out the way you want, well, these situations happen in life all the time. So I think it's more of like we have the freedom to pick our groups and to work with whomever we want to work. So I don't think the professor has any responsibility here.","I also feel like in and here, we're treated as adults and we're given a lot of autonomy to decide for ourselves. And in most projects, I've never been imposed a group. We get to choose our groups. And essentially, it's like a bet you make on another person, so you have to either trust them or if things don't work out the way you want, well, these situations happen in life all the time. So I think it's more of like we have the freedom to pick our groups and to work with whomever we want to work. So I don't think the professor has any responsibility here.",109
424,MPAID,Moderator,True,52:30:00,189000,"Yeah, this is very interesting because I would say that this pink scenario is missing some things because if you self-select into a group, this isn't as relevant. If you don't do peer evaluations, this isn't as relevant. So is there anything about this that you have experienced? Is there anything about a team working together that you think should be treated differently in the experiences that you've had? Put aside the scenario, for one. Just put it aside. You don't have to reflect exactly on the scenario. But say, in the group projects, they've been successful, and they've been successful because you think of these factors. or they've been unsuccessful because you think they should be different.","Yeah, this is very interesting because I would say that this pink scenario is missing some things because if you self-select into a group, this isn't as relevant. If you don't do peer evaluations, this isn't as relevant. So is there anything about this that you have experienced? Is there anything about a team working together that you think should be treated differently in the experiences that you've had? Put aside the scenario, for one. Just put it aside. You don't have to reflect exactly on the scenario. But say, in the group projects, they've been successful, and they've been successful because you think of these factors. or they've been unsuccessful because you think they should be different.",118
425,MPAID,Speaker 2,False,53:17:00,191820,"I agree with [NAME]. No, please. I agree with [NAME] because it's not the responsibility of the professor. We are, if you're feeling particularly bad in a situation with a group, you should report it. But this is part of learning how to work with teams and learn that this will happen in reality, that not everyone will show up for the meeting, that everyone will not necessarily have the same level of commitment, but you either like focus on the goal and like the outcome to get it done, or you change teams, or like you do something, but I think it relies a lot in your responsibility. In life, there will always be free riders, and for me, it's the responsibility of the person that is in the team to be able to do something about it. Okay, thank you.","I agree with . No, please. I agree with because it's not the responsibility of the professor. We are, if you're feeling particularly bad in a situation with a group, you should report it. But this is part of learning how to work with teams and learn that this will happen in reality, that not everyone will show up for the meeting, that everyone will not necessarily have the same level of commitment, but you either like focus on the goal and like the outcome to get it done, or you change teams, or like you do something, but I think it relies a lot in your responsibility. In life, there will always be free riders, and for me, it's the responsibility of the person that is in the team to be able to do something about it. Okay, thank you.",141
426,MPAID,Moderator,True,54:21:00,195660,Would anyone else like to speak? Yes.,Would anyone else like to speak? Yes.,7
427,MPAID,Speaker 8,False,54:23:00,195780,"Yes, so I completely agree with [NAME] and [NAME] and what they said. That was going to be my point as well, that I do think that it's the group's responsibility, and also I see in this situation, let's say some family situation, so there could be things that happen and you have to be empathetic with your group as well. There could be scenarios which arise. From what can the professor do? I think in some of the group projects of what we have had, what has been helpful is having like, if it's a big project like that we have to submit maybe end of the semester or end of something, it's good to have checkpoints. So you know that the team needs to work, not just the whole thing, and someone is working for the weekend and someone shows up at the end. But if you have these regular checkpoints, complete draft one, draft two, and so on, then that kind of helps in getting the group together and working through these checkpoints. So I think that can be a driving factor to just be on time and coordinated with your group.","Yes, so I completely agree with and and what they said. That was going to be my point as well, that I do think that it's the group's responsibility, and also I see in this situation, let's say some family situation, so there could be things that happen and you have to be empathetic with your group as well. There could be scenarios which arise. From what can the professor do? I think in some of the group projects of what we have had, what has been helpful is having like, if it's a big project like that we have to submit maybe end of the semester or end of something, it's good to have checkpoints. So you know that the team needs to work, not just the whole thing, and someone is working for the weekend and someone shows up at the end. But if you have these regular checkpoints, complete draft one, draft two, and so on, then that kind of helps in getting the group together and working through these checkpoints. So I think that can be a driving factor to just be on time and coordinated with your group.",193
428,MPAID,Moderator,True,55:22:00,199320,"Okay. Thank you. We are going to move on so we make sure we have time to collect ideas for change here. And so now what I would like you to help think about, and we're going to record, and then we're going to do some quick intensity voting on it. Beyond the scenarios, we want to open the floor to your ideas. And if the school leaders could change one thing about HKS, your classroom culture, or professionalism, or rigor, you can choose to address any one of the things, but just one thing. What would you want to tell the school leaders that you want the school leaders to change? We do know it's hard to pick only one, but what we're going to do is you're going to name that thing. Lori's going to write that thing on the board, and then we're going to ask you to look at across the eight of our, the eight hour, your ideas, and then surface sort of the collective intensity about it. So think for a moment about what is the one thing that you would want to share upward to the dean's school leadership to change.","Okay. Thank you. We are going to move on so we make sure we have time to collect ideas for change here. And so now what I would like you to help think about, and we're going to record, and then we're going to do some quick intensity voting on it. Beyond the scenarios, we want to open the floor to your ideas. And if the school leaders could change one thing about HKS, your classroom culture, or professionalism, or rigor, you can choose to address any one of the things, but just one thing. What would you want to tell the school leaders that you want the school leaders to change? We do know it's hard to pick only one, but what we're going to do is you're going to name that thing. Lori's going to write that thing on the board, and then we're going to ask you to look at across the eight of our, the eight hour, your ideas, and then surface sort of the collective intensity about it. So think for a moment about what is the one thing that you would want to share upward to the dean's school leadership to change.",198
429,MPAID,Speaker 6,False,56:32:00,203520,"Sorry, and we each only get like two votes? Is that the idea?","Sorry, and we each only get like two votes? Is that the idea?",13
430,MPAID,Moderator,True,56:38:00,203880,You're just going to name one thing. We're going to collect them on the board.,You're just going to name one thing. We're going to collect them on the board.,15
431,MPAID,Speaker 6,False,56:41:00,204060,All right.,All right.,2
432,MPAID,Moderator,True,56:41:00,204060,Then we're going to have voting on them. Yes.,Then we're going to have voting on them. Yes.,9
433,MPAID,Speaker 6,False,56:45:00,204300,Okay.,Okay.,1
434,MPAID,Moderator,True,56:46:00,204360,Yes.,Yes.,1
435,MPAID,Speaker 6,False,56:46:00,204360,And we each only get two votes?,And we each only get two votes?,7
436,MPAID,Moderator,True,56:47:00,204420,Yes. Yes. Okay.,Yes. Yes. Okay.,3
437,MPAID,Speaker 6,False,56:49:00,204540,Yeah.,Yeah.,1
438,MPAID,Moderator,True,56:52:00,204720,"So who would like to start, Fania, or would you like to think some more?","So who would like to start, Fania, or would you like to think some more?",15
439,MPAID,Speaker 5,False,56:58:00,205080,"Actually, I already have something in mind. So I feel that the MPAID program, it's too focused on RCT-ish study cases, especially in DEF 101 and DEF 102, the class. I came from an international relations background, although I studied economics in undergrad, but I have international relations background professionally, and I don't see a lot of cases related to those like foreign relations, international affairs. And it's like a lot of cases also being discussed is all about our city and poverty, growth, something like that. And I find myself really hard to jump into the conversation in class because I don't really professional experience on that.","Actually, I already have something in mind. So I feel that the MPAID program, it's too focused on RCT-ish study cases, especially in DEF 101 and DEF 102, the class. I came from an international relations background, although I studied economics in undergrad, but I have international relations background professionally, and I don't see a lot of cases related to those like foreign relations, international affairs. And it's like a lot of cases also being discussed is all about our city and poverty, growth, something like that. And I find myself really hard to jump into the conversation in class because I don't really professional experience on that.",108
440,MPAID,Moderator,True,57:49:00,208140,So you want to de-emphasize RCTs in the MPAID,So you want to de-emphasize RCTs in the MPAID,9
441,MPAID,Speaker 5,False,57:52:00,208320,"curriculum. Yeah, so don't emphasize it too much.","curriculum. Yeah, so don't emphasize it too much.",8
442,MPAID,Moderator,True,57:57:00,208620,"Alright, that's good. We're going to take one idea from you, Samya.","Alright, that's good. We're going to take one idea from you, Samya.",12
443,MPAID,Speaker 8,False,58:01:00,208860,"What I mentioned before, I really strongly feel about the debating culture in HKS as a whole, because I came here thinking that I came from an MBA that there was a lot of discussion and everything. I came to We're actually thinking that, hey, we are working in development. We are people from so many different countries. We have such different ideas. There could be a lot of good discussions. It doesn't have to be like, what do you say? It doesn't have to be malicious or anything. It's just like healthy discussion, healthy debates on so many topics in like current affairs or even development related like things. I think I attended this one session which just said that the heading was, does inequality matter? And that's such a good topic to just, even if you want a class to discuss about that, it doesn't always have to be, like, controversial. It need not be. It can just be, like, a lot of discussion, debating, just an open forum for people to come out and bring forth their ideas, think about things, discuss, listen to others. I think I would love that in a chance. Very good.","What I mentioned before, I really strongly feel about the debating culture in HKS as a whole, because I came here thinking that I came from an MBA that there was a lot of discussion and everything. I came to We're actually thinking that, hey, we are working in development. We are people from so many different countries. We have such different ideas. There could be a lot of good discussions. It doesn't have to be like, what do you say? It doesn't have to be malicious or anything. It's just like healthy discussion, healthy debates on so many topics in like current affairs or even development related like things. I think I attended this one session which just said that the heading was, does inequality matter? And that's such a good topic to just, even if you want a class to discuss about that, it doesn't always have to be, like, controversial. It need not be. It can just be, like, a lot of discussion, debating, just an open forum for people to come out and bring forth their ideas, think about things, discuss, listen to others. I think I would love that in a chance. Very good.",199
444,MPAID,Moderator,True,59:01:00,212460,One.,One.,1
445,MPAID,Speaker 8,False,59:02:00,212520,Yes.,Yes.,1
